time,waiting_passenger_cnt,fail_passenger_cnt,empty_vehicle_cnt,driving_vehicle_cnt,iter_time(second)
1349,0,1282,25,29,
1350,0,1282,24,29,
1351,0,1282,24,29,
1352,0,1282,25,28,
1353,0,1282,25,28,
1354,0,1282,24,29,
1355,0,1282,25,28,
1356,0,1282,26,27,
1357,0,1282,27,26,
1358,0,1282,27,26,
1359,0,1282,27,25,
1360,0,1282,27,25,
1361,0,1282,27,25,
1362,0,1282,27,25,
1363,0,1282,27,25,
1364,0,1282,28,24,
1365,0,1282,27,25,
1366,0,1282,27,25,
1367,0,1282,27,25,
1368,0,1282,29,23,
1369,0,1282,29,23,
1370,0,1282,29,23,
1371,0,1282,30,22,
1372,0,1282,33,19,
1373,0,1282,33,19,
1374,0,1282,33,19,
1375,0,1282,32,20,
1376,0,1282,29,19,
1377,0,1282,30,18,
1378,0,1282,29,19,
1379,0,1282,29,19,
1380,0,1282,30,18,
1381,0,1282,31,17,
1382,0,1282,31,17,
1383,0,1282,32,16,
1384,0,1282,32,16,
1385,0,1282,32,16,
1386,0,1282,32,16,
1387,0,1282,30,18,
1388,0,1282,29,19,
1389,0,1282,29,19,
1390,0,1282,29,19,
1391,0,1282,29,19,
1392,0,1282,27,21,
1393,0,1282,27,21,
1394,0,1282,26,22,
1395,0,1282,26,22,
1396,0,1282,25,23,
1397,0,1282,27,21,
1398,0,1282,28,20,
1399,0,1282,28,20,
1400,0,1282,28,20,
1401,0,1282,30,17,
1402,0,1282,31,16,
1403,0,1282,30,17,
1404,0,1282,30,17,
1405,0,1282,31,16,
1406,0,1282,31,16,
1407,0,1282,31,16,
1408,0,1282,31,16,
1409,0,1282,31,16,
1410,0,1282,31,16,
1411,0,1282,31,16,
1412,0,1282,31,16,
1413,0,1282,33,14,
1414,0,1282,33,14,
1415,0,1282,33,14,
1416,0,1282,33,14,
1417,0,1282,33,14,
1418,0,1282,35,12,
1419,0,1282,35,12,
1420,0,1282,35,12,
1421,0,1282,35,12,
1422,0,1282,35,12,
1423,0,1282,36,11,
1424,0,1282,36,11,
1425,0,1282,35,12,
1426,0,1282,37,10,
1427,0,1282,36,11,
1428,0,1282,36,11,
1429,0,1282,37,10,
1430,0,1282,39,8,
1431,0,1282,39,8,
1432,0,1282,39,8,
1433,0,1282,40,7,
1434,0,1282,40,7,
1435,0,1282,40,7,
1436,1,1282,0,7,
1437,1,1282,0,7,
1438,2,1282,0,6,
1439,2,1282,0,6,
